------------------------------------------------------------
Loading the dataset...
------------------------------------------------------------
SVM
0.612,kernel=rbf,C=0.125,gamma=3.0517578125e-05,SVM
0.322,kernel=rbf,C=0.125,gamma=0.0001220703125,SVM
0.315,kernel=rbf,C=0.125,gamma=0.00048828125,SVM
0.315,kernel=rbf,C=0.125,gamma=0.001953125,SVM
0.315,kernel=rbf,C=0.125,gamma=0.0078125,SVM
0.315,kernel=rbf,C=0.125,gamma=0.03125,SVM
0.315,kernel=rbf,C=0.125,gamma=0.125,SVM
0.315,kernel=rbf,C=0.125,gamma=0.5,SVM
0.315,kernel=rbf,C=0.125,gamma=2.0,SVM
0.315,kernel=rbf,C=0.125,gamma=8.0,SVM
0.754,kernel=rbf,C=0.5,gamma=3.0517578125e-05,SVM
0.382,kernel=rbf,C=0.5,gamma=0.0001220703125,SVM
0.315,kernel=rbf,C=0.5,gamma=0.00048828125,SVM
0.315,kernel=rbf,C=0.5,gamma=0.001953125,SVM
0.315,kernel=rbf,C=0.5,gamma=0.0078125,SVM
0.315,kernel=rbf,C=0.5,gamma=0.03125,SVM
0.315,kernel=rbf,C=0.5,gamma=0.125,SVM
0.315,kernel=rbf,C=0.5,gamma=0.5,SVM
0.315,kernel=rbf,C=0.5,gamma=2.0,SVM
0.315,kernel=rbf,C=0.5,gamma=8.0,SVM
0.822,kernel=rbf,C=2.0,gamma=3.0517578125e-05,SVM
0.493,kernel=rbf,C=2.0,gamma=0.0001220703125,SVM
0.315,kernel=rbf,C=2.0,gamma=0.00048828125,SVM
0.315,kernel=rbf,C=2.0,gamma=0.001953125,SVM
0.315,kernel=rbf,C=2.0,gamma=0.0078125,SVM
0.315,kernel=rbf,C=2.0,gamma=0.03125,SVM
0.315,kernel=rbf,C=2.0,gamma=0.125,SVM
0.315,kernel=rbf,C=2.0,gamma=0.5,SVM
0.315,kernel=rbf,C=2.0,gamma=2.0,SVM
0.315,kernel=rbf,C=2.0,gamma=8.0,SVM
0.821,kernel=rbf,C=8.0,gamma=3.0517578125e-05,SVM
0.493,kernel=rbf,C=8.0,gamma=0.0001220703125,SVM
0.315,kernel=rbf,C=8.0,gamma=0.00048828125,SVM
0.315,kernel=rbf,C=8.0,gamma=0.001953125,SVM
0.315,kernel=rbf,C=8.0,gamma=0.0078125,SVM
0.315,kernel=rbf,C=8.0,gamma=0.03125,SVM
0.315,kernel=rbf,C=8.0,gamma=0.125,SVM
0.315,kernel=rbf,C=8.0,gamma=0.5,SVM
0.315,kernel=rbf,C=8.0,gamma=2.0,SVM
0.315,kernel=rbf,C=8.0,gamma=8.0,SVM
0.821,kernel=rbf,C=32.0,gamma=3.0517578125e-05,SVM
0.493,kernel=rbf,C=32.0,gamma=0.0001220703125,SVM
0.315,kernel=rbf,C=32.0,gamma=0.00048828125,SVM
0.315,kernel=rbf,C=32.0,gamma=0.001953125,SVM
0.315,kernel=rbf,C=32.0,gamma=0.0078125,SVM
0.315,kernel=rbf,C=32.0,gamma=0.03125,SVM
0.315,kernel=rbf,C=32.0,gamma=0.125,SVM
0.315,kernel=rbf,C=32.0,gamma=0.5,SVM
0.315,kernel=rbf,C=32.0,gamma=2.0,SVM
0.315,kernel=rbf,C=32.0,gamma=8.0,SVM
0.821,kernel=rbf,C=128.0,gamma=3.0517578125e-05,SVM
0.493,kernel=rbf,C=128.0,gamma=0.0001220703125,SVM
0.315,kernel=rbf,C=128.0,gamma=0.00048828125,SVM
0.315,kernel=rbf,C=128.0,gamma=0.001953125,SVM
0.315,kernel=rbf,C=128.0,gamma=0.0078125,SVM
0.315,kernel=rbf,C=128.0,gamma=0.03125,SVM
0.315,kernel=rbf,C=128.0,gamma=0.125,SVM
0.315,kernel=rbf,C=128.0,gamma=0.5,SVM
0.315,kernel=rbf,C=128.0,gamma=2.0,SVM
0.315,kernel=rbf,C=128.0,gamma=8.0,SVM
0.821,kernel=rbf,C=512.0,gamma=3.0517578125e-05,SVM
0.493,kernel=rbf,C=512.0,gamma=0.0001220703125,SVM
0.315,kernel=rbf,C=512.0,gamma=0.00048828125,SVM
0.315,kernel=rbf,C=512.0,gamma=0.001953125,SVM
0.315,kernel=rbf,C=512.0,gamma=0.0078125,SVM
0.315,kernel=rbf,C=512.0,gamma=0.03125,SVM
0.315,kernel=rbf,C=512.0,gamma=0.125,SVM
0.315,kernel=rbf,C=512.0,gamma=0.5,SVM
0.315,kernel=rbf,C=512.0,gamma=2.0,SVM
0.315,kernel=rbf,C=512.0,gamma=8.0,SVM
0.821,kernel=rbf,C=2048.0,gamma=3.0517578125e-05,SVM
0.493,kernel=rbf,C=2048.0,gamma=0.0001220703125,SVM
0.315,kernel=rbf,C=2048.0,gamma=0.00048828125,SVM
0.315,kernel=rbf,C=2048.0,gamma=0.001953125,SVM
0.315,kernel=rbf,C=2048.0,gamma=0.0078125,SVM
0.315,kernel=rbf,C=2048.0,gamma=0.03125,SVM
0.315,kernel=rbf,C=2048.0,gamma=0.125,SVM
0.315,kernel=rbf,C=2048.0,gamma=0.5,SVM
0.315,kernel=rbf,C=2048.0,gamma=2.0,SVM
0.315,kernel=rbf,C=2048.0,gamma=8.0,SVM
0.821,kernel=rbf,C=8192.0,gamma=3.0517578125e-05,SVM
0.493,kernel=rbf,C=8192.0,gamma=0.0001220703125,SVM
0.315,kernel=rbf,C=8192.0,gamma=0.00048828125,SVM
0.315,kernel=rbf,C=8192.0,gamma=0.001953125,SVM
0.315,kernel=rbf,C=8192.0,gamma=0.0078125,SVM
0.315,kernel=rbf,C=8192.0,gamma=0.03125,SVM
0.315,kernel=rbf,C=8192.0,gamma=0.125,SVM
0.315,kernel=rbf,C=8192.0,gamma=0.5,SVM
0.315,kernel=rbf,C=8192.0,gamma=2.0,SVM
0.315,kernel=rbf,C=8192.0,gamma=8.0,SVM
0.821,kernel=rbf,C=32768.0,gamma=3.0517578125e-05,SVM
0.493,kernel=rbf,C=32768.0,gamma=0.0001220703125,SVM
0.315,kernel=rbf,C=32768.0,gamma=0.00048828125,SVM
0.315,kernel=rbf,C=32768.0,gamma=0.001953125,SVM
0.315,kernel=rbf,C=32768.0,gamma=0.0078125,SVM
0.315,kernel=rbf,C=32768.0,gamma=0.03125,SVM
0.315,kernel=rbf,C=32768.0,gamma=0.125,SVM
0.315,kernel=rbf,C=32768.0,gamma=0.5,SVM
0.315,kernel=rbf,C=32768.0,gamma=2.0,SVM
0.315,kernel=rbf,C=32768.0,gamma=8.0,SVM
